ID,タイトル
0003450589,親（夫婦）の労働力状態・子供 夫の年齢（5歳階級），子供の有無，最年少の子供の年齢（各歳），夫の労働力状態，妻の労働力状態別一般世帯人員（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450589,親（夫婦）の労働力状態・子供 夫の年齢（5歳階級），子供の有無，最年少の子供の年齢（各歳），夫の労働力状態，妻の労働力状態別一般世帯人員（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450551,親（夫婦）の労働力状態・子供 妻の年齢（5歳階級），子供の有無・数，最年少の子供の年齢，最年長の子供の年齢，夫の労働力状態，妻の労働力状態別一般世帯数（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450551,親（夫婦）の労働力状態・子供 妻の年齢（5歳階級），子供の有無・数，最年少の子供の年齢，最年長の子供の年齢，夫の労働力状態，妻の労働力状態別一般世帯数（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450551,親（夫婦）の労働力状態・子供 妻の年齢（5歳階級），子供の有無・数，最年少の子供の年齢，最年長の子供の年齢，夫の労働力状態，妻の労働力状態別一般世帯数（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450569,親（夫婦）の労働力状態・子供 妻の年齢（5歳階級），子供の有無・数，最年少の子供の年齢，最年長の子供の年齢，夫の労働力状態，妻の労働力状態別一般世帯人員（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450569,親（夫婦）の労働力状態・子供 妻の年齢（5歳階級），子供の有無・数，最年少の子供の年齢，最年長の子供の年齢，夫の労働力状態，妻の労働力状態別一般世帯人員（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450569,親（夫婦）の労働力状態・子供 妻の年齢（5歳階級），子供の有無・数，最年少の子供の年齢，最年長の子供の年齢，夫の労働力状態，妻の労働力状態別一般世帯人員（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450590,親（夫婦）の労働力状態・子供 妻の年齢（5歳階級），子供の有無，最年少の子供の年齢（各歳），夫の労働力状態，妻の労働力状態別一般世帯数（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450590,親（夫婦）の労働力状態・子供 妻の年齢（5歳階級），子供の有無，最年少の子供の年齢（各歳），夫の労働力状態，妻の労働力状態別一般世帯数（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450590,親（夫婦）の労働力状態・子供 妻の年齢（5歳階級），子供の有無，最年少の子供の年齢（各歳），夫の労働力状態，妻の労働力状態別一般世帯数（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450552,親（夫婦）の労働力状態・子供 妻の年齢（5歳階級），子供の有無，最年少の子供の年齢（各歳），夫の労働力状態，妻の労働力状態別一般世帯人員（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450552,親（夫婦）の労働力状態・子供 妻の年齢（5歳階級），子供の有無，最年少の子供の年齢（各歳），夫の労働力状態，妻の労働力状態別一般世帯人員（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450552,親（夫婦）の労働力状態・子供 妻の年齢（5歳階級），子供の有無，最年少の子供の年齢（各歳），夫の労働力状態，妻の労働力状態別一般世帯人員（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450591,親（夫婦）の労働力状態・子供 親の年齢（5歳階級），子供の数，最年少の子供の年齢，親の労働力状態別一般世帯人員（女親と子供から成る核家族世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450591,親（夫婦）の労働力状態・子供 親の年齢（5歳階級），子供の数，最年少の子供の年齢，親の労働力状態別一般世帯人員（女親と子供から成る核家族世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450591,親（夫婦）の労働力状態・子供 親の年齢（5歳階級），子供の数，最年少の子供の年齢，親の労働力状態別一般世帯人員（女親と子供から成る核家族世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450553,親（夫婦）の労働力状態・子供 親の年齢（5歳階級），最年少の子供の年齢（各歳），親の労働力状態別一般世帯数（女親と子供から成る核家族世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450553,親（夫婦）の労働力状態・子供 親の年齢（5歳階級），最年少の子供の年齢（各歳），親の労働力状態別一般世帯数（女親と子供から成る核家族世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450553,親（夫婦）の労働力状態・子供 親の年齢（5歳階級），最年少の子供の年齢（各歳），親の労働力状態別一般世帯数（女親と子供から成る核家族世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450571,親（夫婦）の労働力状態・子供 親の年齢（5歳階級），最年少の子供の年齢（各歳），親の労働力状態別一般世帯人員（女親と子供から成る核家族世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450571,親（夫婦）の労働力状態・子供 親の年齢（5歳階級），最年少の子供の年齢（各歳），親の労働力状態別一般世帯人員（女親と子供から成る核家族世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450571,親（夫婦）の労働力状態・子供 親の年齢（5歳階級），最年少の子供の年齢（各歳），親の労働力状態別一般世帯人員（女親と子供から成る核家族世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450593,親（夫婦）の労働力状態・子供 親の年齢（5歳階級），子供の数，最年少の子供の年齢，親の労働力状態別一般世帯数（男親と子供から成る核家族世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450593,親（夫婦）の労働力状態・子供 親の年齢（5歳階級），子供の数，最年少の子供の年齢，親の労働力状態別一般世帯数（男親と子供から成る核家族世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450593,親（夫婦）の労働力状態・子供 親の年齢（5歳階級），子供の数，最年少の子供の年齢，親の労働力状態別一般世帯数（男親と子供から成る核家族世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450555,親（夫婦）の労働力状態・子供 親の年齢（5歳階級），子供の数，最年少の子供の年齢，親の労働力状態別一般世帯人員（男親と子供から成る核家族世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450555,親（夫婦）の労働力状態・子供 親の年齢（5歳階級），子供の数，最年少の子供の年齢，親の労働力状態別一般世帯人員（男親と子供から成る核家族世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450555,親（夫婦）の労働力状態・子供 親の年齢（5歳階級），子供の数，最年少の子供の年齢，親の労働力状態別一般世帯人員（男親と子供から成る核家族世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450573,親（夫婦）の労働力状態・子供 親の年齢（5歳階級），最年少の子供の年齢（各歳），親の労働力状態別一般世帯数（男親と子供から成る核家族世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450573,親（夫婦）の労働力状態・子供 親の年齢（5歳階級），最年少の子供の年齢（各歳），親の労働力状態別一般世帯数（男親と子供から成る核家族世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450573,親（夫婦）の労働力状態・子供 親の年齢（5歳階級），最年少の子供の年齢（各歳），親の労働力状態別一般世帯数（男親と子供から成る核家族世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450594,親（夫婦）の労働力状態・子供 親の年齢（5歳階級），最年少の子供の年齢（各歳），親の労働力状態別一般世帯人員（男親と子供から成る核家族世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450594,親（夫婦）の労働力状態・子供 親の年齢（5歳階級），最年少の子供の年齢（各歳），親の労働力状態別一般世帯人員（男親と子供から成る核家族世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450594,親（夫婦）の労働力状態・子供 親の年齢（5歳階級），最年少の子供の年齢（各歳），親の労働力状態別一般世帯人員（男親と子供から成る核家族世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450556,親（夫婦）の労働力状態・子供 親の年齢（5歳階級），子供の数，最年少の子供の年齢，親の労働力状態別一般世帯数（女親と子供から成る核家族世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450556,親（夫婦）の労働力状態・子供 親の年齢（5歳階級），子供の数，最年少の子供の年齢，親の労働力状態別一般世帯数（女親と子供から成る核家族世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450556,親（夫婦）の労働力状態・子供 親の年齢（5歳階級），子供の数，最年少の子供の年齢，親の労働力状態別一般世帯数（女親と子供から成る核家族世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450596,親（夫婦）の労働力状態・子供 世帯の家族類型・親の労働力状態，子供（未婚の親族）の男女，子供（未婚の親族）の年齢（各歳）別子供（未婚の親族）の数（一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450596,親（夫婦）の労働力状態・子供 世帯の家族類型・親の労働力状態，子供（未婚の親族）の男女，子供（未婚の親族）の年齢（各歳）別子供（未婚の親族）の数（一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450596,親（夫婦）の労働力状態・子供 世帯の家族類型・親の労働力状態，子供（未婚の親族）の男女，子供（未婚の親族）の年齢（各歳）別子供（未婚の親族）の数（一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450598,親（夫婦）の労働力状態・子供 世帯の家族類型・親の労働力状態，子供（未婚の親族）の年齢による世帯の種類別子供（未婚の親族）のいる一般世帯数（一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450598,親（夫婦）の労働力状態・子供 世帯の家族類型・親の労働力状態，子供（未婚の親族）の年齢による世帯の種類別子供（未婚の親族）のいる一般世帯数（一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450598,親（夫婦）の労働力状態・子供 世帯の家族類型・親の労働力状態，子供（未婚の親族）の年齢による世帯の種類別子供（未婚の親族）のいる一般世帯数（一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450639,労働力状態・産業・職業・従業上の地位 男女，年齢（5歳階級），配偶関係，労働力状態，従業上の地位別就業者数（15歳以上）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450639,労働力状態・産業・職業・従業上の地位 男女，年齢（5歳階級），配偶関係，労働力状態，従業上の地位別就業者数（15歳以上）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450639,労働力状態・産業・職業・従業上の地位 男女，年齢（5歳階級），配偶関係，労働力状態，従業上の地位別就業者数（15歳以上）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450622,母子世帯・父子世帯 母の年齢（5歳階級），母子・父子世帯の種類，母の産業（大分類）別一般世帯数（母が就業している母子世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450622,母子世帯・父子世帯 母の年齢（5歳階級），母子・父子世帯の種類，母の産業（大分類）別一般世帯数（母が就業している母子世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450622,母子世帯・父子世帯 母の年齢（5歳階級），母子・父子世帯の種類，母の産業（大分類）別一般世帯数（母が就業している母子世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450604,母子世帯・父子世帯 母の年齢（5歳階級），母子・父子世帯の種類，母の産業（大分類）別一般世帯人員（母が就業している母子世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450604,母子世帯・父子世帯 母の年齢（5歳階級），母子・父子世帯の種類，母の産業（大分類）別一般世帯人員（母が就業している母子世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450604,母子世帯・父子世帯 母の年齢（5歳階級），母子・父子世帯の種類，母の産業（大分類）別一般世帯人員（母が就業している母子世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450605,母子世帯・父子世帯 母の年齢（5歳階級），母子・父子世帯の種類，母の職業（大分類）別一般世帯数（母が就業している母子世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450605,母子世帯・父子世帯 母の年齢（5歳階級），母子・父子世帯の種類，母の職業（大分類）別一般世帯数（母が就業している母子世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450605,母子世帯・父子世帯 母の年齢（5歳階級），母子・父子世帯の種類，母の職業（大分類）別一般世帯数（母が就業している母子世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450642,母子世帯・父子世帯 母の年齢（5歳階級），母子・父子世帯の種類，母の職業（大分類）別一般世帯人員（母が就業している母子世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450642,母子世帯・父子世帯 母の年齢（5歳階級），母子・父子世帯の種類，母の職業（大分類）別一般世帯人員（母が就業している母子世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450642,母子世帯・父子世帯 母の年齢（5歳階級），母子・父子世帯の種類，母の職業（大分類）別一般世帯人員（母が就業している母子世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450607,母子世帯・父子世帯 父の年齢（5歳階級），母子・父子世帯の種類，父の産業（大分類）別一般世帯数（父が就業している父子世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450607,母子世帯・父子世帯 父の年齢（5歳階級），母子・父子世帯の種類，父の産業（大分類）別一般世帯数（父が就業している父子世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450607,母子世帯・父子世帯 父の年齢（5歳階級），母子・父子世帯の種類，父の産業（大分類）別一般世帯数（父が就業している父子世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450644,母子世帯・父子世帯 父の年齢（5歳階級），母子・父子世帯の種類，父の産業（大分類）別一般世帯人員（父が就業している父子世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450644,母子世帯・父子世帯 父の年齢（5歳階級），母子・父子世帯の種類，父の産業（大分類）別一般世帯人員（父が就業している父子世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450644,母子世帯・父子世帯 父の年齢（5歳階級），母子・父子世帯の種類，父の産業（大分類）別一般世帯人員（父が就業している父子世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450625,母子世帯・父子世帯 父の年齢（5歳階級），母子・父子世帯の種類，父の職業（大分類）別一般世帯数（父が就業している父子世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450625,母子世帯・父子世帯 父の年齢（5歳階級），母子・父子世帯の種類，父の職業（大分類）別一般世帯数（父が就業している父子世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450625,母子世帯・父子世帯 父の年齢（5歳階級），母子・父子世帯の種類，父の職業（大分類）別一般世帯数（父が就業している父子世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450608,母子世帯・父子世帯 父の年齢（5歳階級），母子・父子世帯の種類，父の職業（大分類）別一般世帯人員（父が就業している父子世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450608,母子世帯・父子世帯 父の年齢（5歳階級），母子・父子世帯の種類，父の職業（大分類）別一般世帯人員（父が就業している父子世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450608,母子世帯・父子世帯 父の年齢（5歳階級），母子・父子世帯の種類，父の職業（大分類）別一般世帯人員（父が就業している父子世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450610,労働力状態・産業・職業・従業上の地位 男女，年齢（5歳階級），労働力状態，産業（大分類）別就業者数（15歳以上）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450610,労働力状態・産業・職業・従業上の地位 男女，年齢（5歳階級），労働力状態，産業（大分類）別就業者数（15歳以上）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450610,労働力状態・産業・職業・従業上の地位 男女，年齢（5歳階級），労働力状態，産業（大分類）別就業者数（15歳以上）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450634,労働力状態・産業・職業・従業上の地位 男女，年齢（5歳階級），従業上の地位，産業（大分類）別就業者数（15歳以上就業者）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450634,労働力状態・産業・職業・従業上の地位 男女，年齢（5歳階級），従業上の地位，産業（大分類）別就業者数（15歳以上就業者）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450634,労働力状態・産業・職業・従業上の地位 男女，年齢（5歳階級），従業上の地位，産業（大分類）別就業者数（15歳以上就業者）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450617,労働力状態・産業・職業・従業上の地位 男女，従業上の地位，産業（大分類）別平均年齢（15歳以上就業者）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450617,労働力状態・産業・職業・従業上の地位 男女，従業上の地位，産業（大分類）別平均年齢（15歳以上就業者）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450617,労働力状態・産業・職業・従業上の地位 男女，従業上の地位，産業（大分類）別平均年齢（15歳以上就業者）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450655,労働力状態・産業・職業・従業上の地位 男女，年齢（5歳階級），従業上の地位，産業（大分類）別就業者数（15歳以上の単独世帯の有配偶就業者及び自衛隊営舎内居住の単独有配偶就業者）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450655,労働力状態・産業・職業・従業上の地位 男女，年齢（5歳階級），従業上の地位，産業（大分類）別就業者数（15歳以上の単独世帯の有配偶就業者及び自衛隊営舎内居住の単独有配偶就業者）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450655,労働力状態・産業・職業・従業上の地位 男女，年齢（5歳階級），従業上の地位，産業（大分類）別就業者数（15歳以上の単独世帯の有配偶就業者及び自衛隊営舎内居住の単独有配偶就業者）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450635,労働力状態・産業・職業・従業上の地位 男女，従業上の地位，産業（大分類）別平均年齢（15歳以上の単独世帯の有配偶就業者及び自衛隊営舎内居住の単独有配偶就業者）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450635,労働力状態・産業・職業・従業上の地位 男女，従業上の地位，産業（大分類）別平均年齢（15歳以上の単独世帯の有配偶就業者及び自衛隊営舎内居住の単独有配偶就業者）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450635,労働力状態・産業・職業・従業上の地位 男女，従業上の地位，産業（大分類）別平均年齢（15歳以上の単独世帯の有配偶就業者及び自衛隊営舎内居住の単独有配偶就業者）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450661,世帯の経済構成 世帯の家族類型，世帯の経済構成別一般世帯数－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450661,世帯の経済構成 世帯の家族類型，世帯の経済構成別一般世帯数－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450661,世帯の経済構成 世帯の家族類型，世帯の経済構成別一般世帯数－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450679,世帯の経済構成 世帯の家族類型，世帯の経済構成別一般世帯人員－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450679,世帯の経済構成 世帯の家族類型，世帯の経済構成別一般世帯人員－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450679,世帯の経済構成 世帯の家族類型，世帯の経済構成別一般世帯人員－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450699,住居の状態 世帯主の男女，世帯主の年齢（5歳階級），65歳以上世帯員の有無による世帯の類型，住宅の建て方・世帯が住んでいる階，世帯主の労働力状態・従業上の地位別一般世帯数－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450699,住居の状態 世帯主の男女，世帯主の年齢（5歳階級），65歳以上世帯員の有無による世帯の類型，住宅の建て方・世帯が住んでいる階，世帯主の労働力状態・従業上の地位別一般世帯数－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450699,住居の状態 世帯主の男女，世帯主の年齢（5歳階級），65歳以上世帯員の有無による世帯の類型，住宅の建て方・世帯が住んでいる階，世帯主の労働力状態・従業上の地位別一般世帯数－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450662,住居の状態 男女，年齢（5歳階級），住宅の建て方，労働力状態・従業上の地位別一般世帯人員－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450662,住居の状態 男女，年齢（5歳階級），住宅の建て方，労働力状態・従業上の地位別一般世帯人員－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450662,住居の状態 男女，年齢（5歳階級），住宅の建て方，労働力状態・従業上の地位別一般世帯人員－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450665,都市計画の地域区分 住宅の所有の関係，都市計画の地域区分別一般世帯数－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450665,都市計画の地域区分 住宅の所有の関係，都市計画の地域区分別一般世帯数－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450665,都市計画の地域区分 住宅の所有の関係，都市計画の地域区分別一般世帯数－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450682,都市計画の地域区分 住宅の所有の関係，都市計画の地域区分別一般世帯人員－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450682,都市計画の地域区分 住宅の所有の関係，都市計画の地域区分別一般世帯人員－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450682,都市計画の地域区分 住宅の所有の関係，都市計画の地域区分別一般世帯人員－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450702,都市計画の地域区分 住宅の所有の関係，都市計画の地域区分別一般世帯数－全国，都道府県，21大都市，21大都市の区，県庁所在市，人口20万以上の市
0003450702,都市計画の地域区分 住宅の所有の関係，都市計画の地域区分別一般世帯数－全国，都道府県，21大都市，21大都市の区，県庁所在市，人口20万以上の市
0003450702,都市計画の地域区分 住宅の所有の関係，都市計画の地域区分別一般世帯数－全国，都道府県，21大都市，21大都市の区，県庁所在市，人口20万以上の市
0003450666,都市計画の地域区分 住宅の所有の関係，都市計画の地域区分別一般世帯人員－全国，都道府県，21大都市，21大都市の区，県庁所在市，人口20万以上の市
0003450666,都市計画の地域区分 住宅の所有の関係，都市計画の地域区分別一般世帯人員－全国，都道府県，21大都市，21大都市の区，県庁所在市，人口20万以上の市
0003450666,都市計画の地域区分 住宅の所有の関係，都市計画の地域区分別一般世帯人員－全国，都道府県，21大都市，21大都市の区，県庁所在市，人口20万以上の市
0003450667,都市計画の地域区分 住宅の所有の関係，住宅の建て方，都市計画の地域区分別一般世帯数－全国，都道府県，21大都市，21大都市の区，県庁所在市，人口20万以上の市
0003450667,都市計画の地域区分 住宅の所有の関係，住宅の建て方，都市計画の地域区分別一般世帯数－全国，都道府県，21大都市，21大都市の区，県庁所在市，人口20万以上の市
0003450667,都市計画の地域区分 住宅の所有の関係，住宅の建て方，都市計画の地域区分別一般世帯数－全国，都道府県，21大都市，21大都市の区，県庁所在市，人口20万以上の市
0003450684,労働力状態・産業・職業・従業上の地位 男女，年齢（5歳階級），配偶関係，国籍総数か日本人，産業（大分類）別就業者数（15歳以上就業者）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450684,労働力状態・産業・職業・従業上の地位 男女，年齢（5歳階級），配偶関係，国籍総数か日本人，産業（大分類）別就業者数（15歳以上就業者）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450684,労働力状態・産業・職業・従業上の地位 男女，年齢（5歳階級），配偶関係，国籍総数か日本人，産業（大分類）別就業者数（15歳以上就業者）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450704,労働力状態・産業・職業・従業上の地位 男女，配偶関係，国籍総数か日本人，産業（大分類）別平均年齢（15歳以上就業者）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450704,労働力状態・産業・職業・従業上の地位 男女，配偶関係，国籍総数か日本人，産業（大分類）別平均年齢（15歳以上就業者）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450704,労働力状態・産業・職業・従業上の地位 男女，配偶関係，国籍総数か日本人，産業（大分類）別平均年齢（15歳以上就業者）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450669,労働力状態・産業・職業・従業上の地位 男女，年齢（5歳階級），配偶関係，国籍総数か日本人，産業（大分類）別役員を含む雇用者数（15歳以上雇用者（役員を含む））－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450669,労働力状態・産業・職業・従業上の地位 男女，年齢（5歳階級），配偶関係，国籍総数か日本人，産業（大分類）別役員を含む雇用者数（15歳以上雇用者（役員を含む））－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450669,労働力状態・産業・職業・従業上の地位 男女，年齢（5歳階級），配偶関係，国籍総数か日本人，産業（大分類）別役員を含む雇用者数（15歳以上雇用者（役員を含む））－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450685,労働力状態・産業・職業・従業上の地位 男女，配偶関係，国籍総数か日本人，産業（大分類）別平均年齢（15歳以上雇用者（役員を含む））－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450685,労働力状態・産業・職業・従業上の地位 男女，配偶関係，国籍総数か日本人，産業（大分類）別平均年齢（15歳以上雇用者（役員を含む））－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450685,労働力状態・産業・職業・従業上の地位 男女，配偶関係，国籍総数か日本人，産業（大分類）別平均年齢（15歳以上雇用者（役員を含む））－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450687,外国人 男女，国籍，産業（大分類）別就業者数（15歳以上）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450687,外国人 男女，国籍，産業（大分類）別就業者数（15歳以上）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450687,外国人 男女，国籍，産業（大分類）別就業者数（15歳以上）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450672,外国人 男女，国籍，従業上の地位，産業（大分類）別就業者数（15歳以上）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450672,外国人 男女，国籍，従業上の地位，産業（大分類）別就業者数（15歳以上）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450672,外国人 男女，国籍，従業上の地位，産業（大分類）別就業者数（15歳以上）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450688,外国人 男女，国籍，職業（大分類）別就業者数（15歳以上）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450688,外国人 男女，国籍，職業（大分類）別就業者数（15歳以上）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450688,外国人 男女，国籍，職業（大分類）別就業者数（15歳以上）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450708,外国人 男女，国籍，従業上の地位，職業（大分類）別就業者数（15歳以上）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450708,外国人 男女，国籍，従業上の地位，職業（大分類）別就業者数（15歳以上）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450708,外国人 男女，国籍，従業上の地位，職業（大分類）別就業者数（15歳以上）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450709,労働力状態・産業・職業・従業上の地位 男女，年齢（5歳階級），労働力状態，職業（大分類）別就業者数（15歳以上）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450709,労働力状態・産業・職業・従業上の地位 男女，年齢（5歳階級），労働力状態，職業（大分類）別就業者数（15歳以上）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450709,労働力状態・産業・職業・従業上の地位 男女，年齢（5歳階級），労働力状態，職業（大分類）別就業者数（15歳以上）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450675,労働力状態・産業・職業・従業上の地位 男女，年齢（5歳階級），従業上の地位，職業（大分類）別就業者数（15歳以上就業者）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450675,労働力状態・産業・職業・従業上の地位 男女，年齢（5歳階級），従業上の地位，職業（大分類）別就業者数（15歳以上就業者）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450675,労働力状態・産業・職業・従業上の地位 男女，年齢（5歳階級），従業上の地位，職業（大分類）別就業者数（15歳以上就業者）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003450690,労働力状態・産業・職業・従業上の地位 男女，従業上の地位，職業（大分類）別平均年齢（15歳以上就業者）－全国，都道府県，21大都市，特別区，人口50万以上の市
